ENSG	ENST	CDS_LENGTH	ID	chr
ENSG00000167595	ENST00000396908	1440	C19orf55	19
ENSG00000167600	ENST00000310054	1515	CYP2S1	19
ENSG00000167601	ENST00000301178	2685	AXL	19
ENSG00000167604	ENST00000352614	1398	NFKBID	19
ENSG00000167608	ENST00000376591	2139	TMC4	19
ENSG00000167612	ENST00000301190	1359	ANKRD33	12
ENSG00000167613	ENST00000391742	864	LAIR1	19
ENSG00000167614	ENST00000376531	1383	TTYH1	19
ENSG00000167615	ENST00000431846	2625	LENG8	19
ENSG00000167617	ENST00000301200	447	CDC42EP5	19
ENSG00000167618	ENST00000301202	459	LAIR2	19
ENSG00000167619	ENST00000301204	1482	TMEM145	19
ENSG00000167625	ENST00000301215	2013	ZNF526	19
ENSG00000167632	ENST00000389328	3741	TRAPPC9	8
ENSG00000167633	ENST00000402254	1368	KIR3DL1	19
ENSG00000167634	ENST00000446217	3198	NLRP7	19
ENSG00000167635	ENST00000443387	879	ZNF146	19
ENSG00000167637	ENST00000324461	2040	ZNF283	19
ENSG00000167641	ENST00000301242	444	PPP1R14A	19
ENSG00000167642	ENST00000301244	759	SPINT2	19
ENSG00000167644	ENST00000589986	423	C19orf33	19
ENSG00000167645	ENST00000339413	945	YIF1B	19
ENSG00000167646	ENST00000527223	1827	DNAAF3	19
ENSG00000167653	ENST00000301258	345	PSCA	8
ENSG00000167654	ENST00000301260	1134	ATCAY	19
ENSG00000167656	ENST00000301263	387	LY6D	8
ENSG00000167657	ENST00000301264	1365	DAPK3	19
ENSG00000167658	ENST00000309311	2577	EEF2	19
ENSG00000167664	ENST00000301272	849	TMIGD2	19
ENSG00000167670	ENST00000301280	2871	CHAF1A	19
ENSG00000167671	ENST00000301281	1326	UBXN6	19
ENSG00000167674	ENST00000301284	2031	CTB-50L17.10	19
ENSG00000167676	ENST00000301286	4074	PLIN4	19
ENSG00000167680	ENST00000301293	2667	SEMA6B	19
ENSG00000167685	ENST00000337080	984	ZNF444	19
ENSG00000167693	ENST00000336868	1308	NXN	17
ENSG00000167695	ENST00000308278	774	FAM57A	17
ENSG00000167699	ENST00000301328	942	GLOD4	17
ENSG00000167700	ENST00000301327	1239	MFSD3	8
ENSG00000167701	ENST00000394955	1491	GPT	8
ENSG00000167702	ENST00000301332	2517	KIFC2	8
ENSG00000167703	ENST00000382147	1722	SLC43A2	17
ENSG00000167705	ENST00000301336	1206	RILP	17
ENSG00000167711	ENST00000324015	1476	SERPINF2	17
ENSG00000167716	ENST00000409644	5826	WDR81	17
ENSG00000167720	ENST00000344595	1023	SRR	17
ENSG00000167721	ENST00000301364	2415	TSR1	17
ENSG00000167723	ENST00000301365	2376	TRPV3	17
ENSG00000167733	ENST00000423665	948	HSD11B1L	19
ENSG00000167740	ENST00000301391	795	CYB5D2	17
ENSG00000167741	ENST00000381550	1500	GGT6	17
ENSG00000167744	ENST00000301411	633	NTF4	19
ENSG00000167747	ENST00000345523	354	C19orf48	19
ENSG00000167748	ENST00000301420	789	KLK1	19
ENSG00000167749	ENST00000324041	765	KLK4	19
ENSG00000167751	ENST00000325321	786	KLK2	19
ENSG00000167754	ENST00000336334	882	KLK5	19
ENSG00000167755	ENST00000310157	735	KLK6	19
ENSG00000167757	ENST00000319756	849	KLK11	19
ENSG00000167759	ENST00000156476	834	KLK13	19
ENSG00000167765	ENST00000301439	789	AC018755.11	19
ENSG00000167766	ENST00000301096	1551	ZNF83	19
ENSG00000167767	ENST00000394815	1359	KRT80	12
ENSG00000167768	ENST00000252244	1935	KRT1	12
ENSG00000167769	ENST00000301452	795	ACER1	19
ENSG00000167770	ENST00000422031	927	OTUB1	11
ENSG00000167771	ENST00000301459	1572	RCOR2	11
ENSG00000167772	ENST00000301455	1221	ANGPTL4	19
ENSG00000167774	ENST00000301457	342	NDUFA7	19
ENSG00000167775	ENST00000301458	849	CD320	19
ENSG00000167778	ENST00000547837	1440	SPRYD3	12
ENSG00000167779	ENST00000301464	723	IGFBP6	12
ENSG00000167780	ENST00000301466	1569	SOAT2	12
ENSG00000167785	ENST00000301475	1209	ZNF558	19
ENSG00000167791	ENST00000294288	663	CABP2	11
ENSG00000167792	ENST00000322776	1395	NDUFV1	11
ENSG00000167797	ENST00000301488	381	CDK2AP2	11
ENSG00000167799	ENST00000376693	711	NUDT8	11
ENSG00000167800	ENST00000335385	1158	TBX10	11
ENSG00000167815	ENST00000301522	597	PRDX2	19
ENSG00000167822	ENST00000301529	948	OR8J3	11
ENSG00000167825	ENST00000301532	945	OR5I1	11
ENSG00000167840	ENST00000250076	1335	ZNF232	17
ENSG00000167842	ENST00000381165	618	MIS12	17
ENSG00000167850	ENST00000330793	675	CD300C	17
ENSG00000167851	ENST00000360141	900	CD300A	17
ENSG00000167858	ENST00000338694	1257	TEKT1	17
ENSG00000167861	ENST00000425042	2367	C17orf28	17
ENSG00000167862	ENST00000301585	621	ICT1	17
ENSG00000167863	ENST00000301587	486	ATP5H	17
ENSG00000167874	ENST00000301599	480	TMEM88	17
ENSG00000167880	ENST00000586740	6168	EVPL	17
ENSG00000167881	ENST00000307877	1884	SRP68	17
ENSG00000167889	ENST00000428789	2406	MGAT5B	17
ENSG00000167895	ENST00000318430	2181	TMC8	17
ENSG00000167900	ENST00000588734	804	TK1	17
ENSG00000167904	ENST00000434581	975	TMEM68	8
ENSG00000167910	ENST00000301645	1515	CYP7A1	8
ENSG00000167914	ENST00000301659	1338	GSDMA	17
ENSG00000167916	ENST00000264651	1578	KRT24	17
ENSG00000167920	ENST00000301665	777	TMEM99	17
ENSG00000167925	ENST00000301671	1593	GHDC	17
ENSG00000167930	ENST00000301678	1659	ITFG3	16
ENSG00000167941	ENST00000301691	642	SOST	17
ENSG00000167945	ENST00000301698	1209	PRR25	16
ENSG00000167962	ENST00000431526	2715	ZNF598	16
ENSG00000167964	ENST00000210187	771	RAB26	16
ENSG00000167965	ENST00000301724	984	MLST8	16
ENSG00000167967	ENST00000301727	2355	E4F1	16
ENSG00000167968	ENST00000320700	900	DNASE1L2	16
ENSG00000167969	ENST00000301729	909	ECI1	16
ENSG00000167970	ENST00000454671	537	AC009065.1	16
ENSG00000167971	ENST00000343516	4296	CASKIN1	16
ENSG00000167972	ENST00000301732	5115	ABCA3	16
ENSG00000167977	ENST00000564195	741	KCTD5	16
ENSG00000167978	ENST00000301740	8259	SRRM2	16
ENSG00000167981	ENST00000301744	1275	ZNF597	16
ENSG00000167984	ENST00000574758	3340	NLRC3	16
ENSG00000167985	ENST00000301761	501	SDHAF2	11
ENSG00000167986	ENST00000301764	3423	DDB1	11
ENSG00000167987	ENST00000301765	1068	VPS37C	11
ENSG00000167992	ENST00000335613	2868	VWCE	11
ENSG00000167994	ENST00000394836	1149	RAB3IL1	11
ENSG00000167995	ENST00000449131	1815	BEST1	11
ENSG00000167996	ENST00000273550	552	FTH1	11
ENSG00000168000	ENST00000405837	1395	BSCL2	11
ENSG00000168002	ENST00000301788	519	POLR2G	11
ENSG00000168003	ENST00000377892	1986	SLC3A2	11
ENSG00000168004	ENST00000301790	840	HRASLS5	11
ENSG00000168005	ENST00000294244	1146	C11orf84	11
ENSG00000168010	ENST00000321297	1860	ATG16L2	11
ENSG00000168014	ENST00000334126	7062	C2CD3	11
ENSG00000168016	ENST00000429976	8778	TRANK1	3
ENSG00000168026	ENST00000301819	3966	TTC21A	3
ENSG00000168028	ENST00000443003	903	RPSA	3
ENSG00000168032	ENST00000301825	1590	ENTPD3	3
ENSG00000168036	ENST00000349496	2346	CTNNB1	3
ENSG00000168038	ENST00000301831	3828	ULK4	3
ENSG00000168040	ENST00000301838	627	FADD	11
ENSG00000168056	ENST00000301873	3912	LTBP3	11
ENSG00000168060	ENST00000340252	2376	NAALADL1	11
ENSG00000168061	ENST00000398846	1077	SAC3D1	11
ENSG00000168062	ENST00000301887	825	BATF2	11
ENSG00000168065	ENST00000301891	1653	SLC22A11	11
ENSG00000168066	ENST00000377387	2022	SF1	11
ENSG00000168067	ENST00000294066	2463	MAP4K2	11
ENSG00000168070	ENST00000301896	651	C11orf85	11
ENSG00000168071	ENST00000356786	4431	CCDC88B	11
ENSG00000168077	ENST00000301904	1821	SCARA3	8
ENSG00000168078	ENST00000522944	1002	PBK	8
ENSG00000168079	ENST00000354914	1488	SCARA5	8
ENSG00000168081	ENST00000301908	531	PNOC	8
ENSG00000168090	ENST00000303904	984	COPS6	7
ENSG00000168092	ENST00000527958	690	PAFAH1B2	11
ENSG00000168096	ENST00000304283	1971	ANKS3	16
ENSG00000168101	ENST00000405142	744	NUDT16L1	16
ENSG00000168116	ENST00000370733	2364	KIAA1586	6
ENSG00000168118	ENST00000366690	657	RAB4A	1
ENSG00000168124	ENST00000304646	939	OR1F1	16
ENSG00000168131	ENST00000303324	1074	OR2B2	6
ENSG00000168135	ENST00000303592	1338	KCNJ4	22
ENSG00000168137	ENST00000407969	4386	SETD5	3
ENSG00000168140	ENST00000304735	2022	VASN	16
ENSG00000168143	ENST00000306858	3036	FAM83B	6
ENSG00000168148	ENST00000366696	411	HIST3H3	1
ENSG00000168152	ENST00000302236	2712	THAP9	4
ENSG00000168158	ENST00000304936	939	OR2C1	16
ENSG00000168159	ENST00000305943	381	RNF187	1
ENSG00000168172	ENST00000307602	2157	HOOK3	8
ENSG00000168175	ENST00000395468	738	MAPK1IP1L	14
ENSG00000168209	ENST00000307365	699	DDIT4	10
ENSG00000168214	ENST00000342295	1503	RBPJ	4
ENSG00000168216	ENST00000370577	1623	LMBRD1	6
ENSG00000168228	ENST00000302874	1542	ZCCHC4	4
ENSG00000168229	ENST00000306051	1080	PTGDR	14
ENSG00000168234	ENST00000317571	1752	TTC39C	18
ENSG00000168237	ENST00000436784	1572	GLYCTK	3
ENSG00000168242	ENST00000377733	381	HIST1H2BI	6
ENSG00000168243	ENST00000366598	228	GNG4	1
ENSG00000168246	ENST00000393792	705	UBTD2	5
ENSG00000168255	ENST00000514917	994	POLR2J3	7
ENSG00000168256	ENST00000316082	690	NKIRAS2	17
ENSG00000168259	ENST00000457167	1485	DNAJC7	17
ENSG00000168260	ENST00000305273	975	C14orf183	14
ENSG00000168263	ENST00000382082	1638	KCNV2	9
ENSG00000168264	ENST00000366609	1764	IRF2BP2	1
ENSG00000168267	ENST00000376504	987	PTF1A	10
ENSG00000168268	ENST00000422318	1674	NT5DC2	3
ENSG00000168269	ENST00000306268	1137	FOXI1	5
ENSG00000168273	ENST00000477703	213	C3orf78	3
ENSG00000168274	ENST00000303910	393	HIST1H2AE	6
ENSG00000168275	ENST00000366615	468	C1orf31	1
ENSG00000168280	ENST00000435030	2874	KIF5C	2
ENSG00000168282	ENST00000305386	1344	MGAT2	14
ENSG00000168283	ENST00000376663	981	BMI1	10
ENSG00000168286	ENST00000303596	945	THAP11	16
ENSG00000168288	ENST00000422782	993	MMADHC	2
ENSG00000168291	ENST00000302746	1080	PDHB	3
ENSG00000168297	ENST00000356151	1737	PXK	3
ENSG00000168298	ENST00000304218	660	HIST1H1E	6
ENSG00000168300	ENST00000360540	1074	PCMTD1	8
ENSG00000168301	ENST00000355076	714	KCTD6	3
ENSG00000168303	ENST00000306984	540	MPLKIP	7
ENSG00000168306	ENST00000302819	2046	ACOX2	3
ENSG00000168309	ENST00000474531	528	FAM107A	3
ENSG00000168310	ENST00000393593	1050	IRF2	4
ENSG00000168314	ENST00000311042	621	MOBP	3
ENSG00000168329	ENST00000358309	1164	CX3CR1	3
ENSG00000168333	ENST00000303202	255	C8orf22	8
ENSG00000168334	ENST00000340369	5532	XIRP1	3
ENSG00000168348	ENST00000307169	1701	INSM2	14
ENSG00000168350	ENST00000305631	972	DEGS2	14
ENSG00000168356	ENST00000302328	5376	SCN11A	3
ENSG00000168367	ENST00000304488	360	AC092327.1	16
ENSG00000168374	ENST00000303436	543	ARF4	3
ENSG00000168384	ENST00000374808	783	HLA-DPA1	HSCHR6_MHC_MCF
ENSG00000168385	ENST00000401990	1116	Sep-02	2
ENSG00000168386	ENST00000354552	3408	FILIP1L	3
ENSG00000168389	ENST00000372809	1632	MFSD2A	1
ENSG00000168393	ENST00000305784	639	DTYMK	2
ENSG00000168394	ENST00000354258	2427	TAP1	6
ENSG00000168395	ENST00000313552	723	ING5	2
ENSG00000168397	ENST00000404914	1182	ATG4B	2
ENSG00000168398	ENST00000306005	1176	BDKRB2	14
ENSG00000168404	ENST00000308807	1416	MLKL	16
ENSG00000168405	ENST00000377989	1506	CMAHP	6
ENSG00000168411	ENST00000361070	2325	RFWD3	16
ENSG00000168412	ENST00000307161	1053	MTNR1A	4
ENSG00000168418	ENST00000308251	1560	KCNG4	16
ENSG00000168421	ENST00000381799	576	RHOH	4
ENSG00000168427	ENST00000409223	1737	KLHL30	2
ENSG00000168434	ENST00000307149	2313	COG7	16
ENSG00000168438	ENST00000307731	1740	CDC40	6
ENSG00000168439	ENST00000358794	1773	STIP1	11
ENSG00000168447	ENST00000307331	2058	SCNN1B	16
ENSG00000168453	ENST00000381418	3570	HR	8
ENSG00000168454	ENST00000306084	1662	TXNDC2	18
ENSG00000168461	ENST00000306096	588	RAB31	18
ENSG00000168468	ENST00000293709	2112	ATF6B	HSCHR6_MHC_DBB
ENSG00000168476	ENST00000306306	774	REEP4	8
ENSG00000168477	ENST00000375244	12735	TNXB	6
ENSG00000168481	ENST00000306317	1647	LGI3	8
ENSG00000168484	ENST00000318561	594	SFTPC	8
ENSG00000168487	ENST00000306385	2961	BMP1	8
ENSG00000168488	ENST00000395547	3294	ATXN2L	16
ENSG00000168490	ENST00000321613	993	PHYHIP	8
ENSG00000168491	ENST00000510617	2511	CCDC110	4
ENSG00000168495	ENST00000306433	1197	POLR3D	8
ENSG00000168496	ENST00000305885	1143	FEN1	11
ENSG00000168497	ENST00000304141	1278	SDPR	2
ENSG00000168502	ENST00000306329	5718	SOGA2	18
ENSG00000168505	ENST00000306318	1047	GBX2	2
ENSG00000168509	ENST00000336751	1281	HFE2	1
ENSG00000168515	ENST00000306238	273	SCGB1D1	11
ENSG00000168517	ENST00000307275	861	HEXIM2	17
ENSG00000168522	ENST00000302279	1140	FNTA	8
ENSG00000168528	ENST00000373710	1395	SERINC2	1
ENSG00000168530	ENST00000352451	585	MYL1	2
ENSG00000168538	ENST00000334690	3402	TRAPPC11	4
ENSG00000168539	ENST00000306960	1383	CHRM1	11
ENSG00000168542	ENST00000304636	4401	COL3A1	2
ENSG00000168546	ENST00000517328	1395	GFRA2	8
ENSG00000168556	ENST00000302327	843	ING2	4
ENSG00000168564	ENST00000504169	1743	CDKN2AIP	4
ENSG00000168566	ENST00000342415	1020	SNRNP48	6
ENSG00000168569	ENST00000307366	609	TMEM223	11
ENSG00000168575	ENST00000342228	1959	SLC20A2	8
ENSG00000168582	ENST00000304502	525	CRYGA	2
ENSG00000168589	ENST00000562982	378	DYNLRB2	16
ENSG00000168591	ENST00000538716	966	TMUB2	17
ENSG00000168594	ENST00000359240	2463	ADAM29	4
ENSG00000168597	ENST00000303061	582	C17orf65	17
ENSG00000168610	ENST00000264657	2313	STAT3	17
ENSG00000168612	ENST00000372523	1458	ZSWIM1	20
ENSG00000168614	ENST00000375552	2051	NBPF9	1
ENSG00000168615	ENST00000487273	2460	ADAM9	8
ENSG00000168619	ENST00000265707	2220	ADAM18	8
ENSG00000168621	ENST00000427982	687	GDNF	5
ENSG00000168631	ENST00000462446	4182	DPCR1	6
ENSG00000168634	ENST00000305479	282	WFDC13	20
ENSG00000168646	ENST00000307078	2532	AXIN2	17
ENSG00000168653	ENST00000372969	321	NDUFS5	1
ENSG00000168658	ENST00000477737	3885	VWA3B	2
ENSG00000168661	ENST00000439785	1875	ZNF30	19
ENSG00000168671	ENST00000282507	1572	UGT3A2	5
ENSG00000168672	ENST00000304916	933	FAM84B	8
ENSG00000168675	ENST00000359446	921	C18orf1	18
ENSG00000168676	ENST00000304372	2781	KCTD19	16
ENSG00000168679	ENST00000369779	1464	SLC16A4	1
ENSG00000168685	ENST00000303115	1380	IL7R	5
ENSG00000168701	ENST00000304800	522	TMEM208	16
ENSG00000168702	ENST00000389484	13800	LRP1B	2
ENSG00000168703	ENST00000372785	336	WFDC12	20
ENSG00000168710	ENST00000369799	1593	AHCYL1	1
ENSG00000168724	ENST00000382021	1731	DNAJC21	5
ENSG00000168734	ENST00000349959	231	PKIG	20
ENSG00000168743	ENST00000503451	1829	NPNT	4
ENSG00000168746	ENST00000372910	513	C20orf62	20
ENSG00000168748	ENST00000338437	795	CA7	16
ENSG00000168754	ENST00000417561	2484	FAM178B	2
ENSG00000168757	ENST00000320701	927	TSPY2	Y
ENSG00000168758	ENST00000305476	2502	SEMA4C	2
ENSG00000168763	ENST00000305510	2124	CNNM3	2
ENSG00000168765	ENST00000369836	657	GSTM4	1
ENSG00000168769	ENST00000513237	6072	TET2	4
ENSG00000168772	ENST00000394767	1104	CXXC4	4
ENSG00000168778	ENST00000303372	2094	TCTN2	12
ENSG00000168779	ENST00000425436	1068	SHOX2	3
ENSG00000168781	ENST00000396923	4302	PPIP5K1	15
ENSG00000168785	ENST00000305798	807	TSPAN5	4
ENSG00000168792	ENST00000307201	1407	ABHD15	17
ENSG00000168795	ENST00000307750	2034	ZBTB5	9
ENSG00000168802	ENST00000306585	1575	CHTF8	16
ENSG00000168803	ENST00000422466	1068	ADAL	15
ENSG00000168806	ENST00000305641	2061	LCMT2	15
ENSG00000168807	ENST00000336278	1623	SNTB2	16
ENSG00000168811	ENST00000305579	762	IL12A	3
ENSG00000168813	ENST00000544431	2874	ZNF507	19
ENSG00000168818	ENST00000306200	1008	STX18	4
ENSG00000168824	ENST00000397958	558	NSG1	4
ENSG00000168826	ENST00000337872	2298	ZBTB49	4
ENSG00000168827	ENST00000264263	2313	GFM1	3
ENSG00000168828	ENST00000377981	939	OR13J1	9
ENSG00000168830	ENST00000305344	1098	HTR1E	6
ENSG00000168843	ENST00000306100	2544	FSTL5	4
ENSG00000168872	ENST00000302243	1437	DDX19A	16
ENSG00000168874	ENST00000306279	966	ATOH8	2
ENSG00000168875	ENST00000306087	723	SOX14	3
ENSG00000168876	ENST00000302755	720	ANKRD49	11
ENSG00000168878	ENST00000393822	1182	SFTPB	2
ENSG00000168883	ENST00000323701	1698	USP39	2
ENSG00000168884	ENST00000315423	1290	TNIP2	4
ENSG00000168887	ENST00000306336	501	C2orf68	2
ENSG00000168890	ENST00000334462	816	TMEM150A	2
ENSG00000168894	ENST00000456023	511	RNF181	2
ENSG00000168899	ENST00000306384	351	VAMP5	2
ENSG00000168903	ENST00000342868	1401	BTNL3	5
ENSG00000168904	ENST00000301981	1104	LRRC28	15
ENSG00000168906	ENST00000306434	1188	MAT2A	2
ENSG00000168907	ENST00000397272	2556	PLA2G4F	15
ENSG00000168913	ENST00000399775	231	ENHO	9
ENSG00000168916	ENST00000306315	4539	ZNF608	5
ENSG00000168917	ENST00000393079	1239	SLC35G2	3
ENSG00000168918	ENST00000359570	3534	INPP5D	2
ENSG00000168924	ENST00000302787	2220	LETM1	4
ENSG00000168925	ENST00000361017	792	CTRB1	16
ENSG00000168928	ENST00000303037	792	CTRB2	16
ENSG00000168930	ENST00000329758	1359	TRIM49	11
ENSG00000168936	ENST00000382936	1089	TMEM129	4
ENSG00000168938	ENST00000306442	639	PPIC	5
ENSG00000168939	ENST00000302805	867	SPRY3	X
ENSG00000168944	ENST00000306467	2961	CEP120	5
ENSG00000168952	ENST00000323944	633	STXBP6	14
ENSG00000168955	ENST00000304568	690	TM4SF20	2
ENSG00000168958	ENST00000353339	1029	MFF	2
ENSG00000168959	ENST00000305447	3639	GRM5	11
ENSG00000168961	ENST00000395473	1068	LGALS9	17
ENSG00000168970	ENST00000382448	3039	JMJD7-PLA2G4B	15
ENSG00000168993	ENST00000513195	564	CPLX1	4
ENSG00000168994	ENST00000380283	696	PXDC1	6
ENSG00000168995	ENST00000317643	1404	SIGLEC7	19
ENSG00000169006	ENST00000306928	1233	NTSR2	2
ENSG00000169016	ENST00000381525	846	E2F6	2
ENSG00000169018	ENST00000306917	1884	FEM1B	15
ENSG00000169019	ENST00000381571	552	COMMD8	4
ENSG00000169020	ENST00000304312	210	ATP5I	4
ENSG00000169021	ENST00000304863	825	UQCRFS1	19
ENSG00000169026	ENST00000404286	1683	MFSD7	4
ENSG00000169031	ENST00000396578	5013	COL4A3	2
ENSG00000169032	ENST00000307102	1182	MAP2K1	15
ENSG00000169035	ENST00000304045	762	KLK7	19
ENSG00000169045	ENST00000329433	1419	HNRNPH1	5
ENSG00000169047	ENST00000305123	3729	IRS1	2
ENSG00000169057	ENST00000453960	1497	MECP2	X
ENSG00000169059	ENST00000381089	561	VCX3A	X
ENSG00000169062	ENST00000375299	1431	UPF3A	13
ENSG00000169064	ENST00000307529	2520	ZBBX	3
ENSG00000169067	ENST00000423391	1131	ACTBL2	5
ENSG00000169071	ENST00000375708	2832	ROR2	9
ENSG00000169083	ENST00000374690	2763	AR	X
ENSG00000169084	ENST00000334651	993	DHRSX	X
ENSG00000169085	ENST00000305454	624	C8orf46	8
ENSG00000169087	ENST00000306103	1467	HSPBAP1	3
ENSG00000169093	ENST00000381317	1866	ASMTL	X
ENSG00000169100	ENST00000381401	897	SLC25A6	X
ENSG00000169105	ENST00000306243	1131	CHST14	15
ENSG00000169116	ENST00000307428	933	PARM1	4
ENSG00000169118	ENST00000303052	1269	CSNK1G1	15
ENSG00000169122	ENST00000361488	1113	FAM110B	8
ENSG00000169126	ENST00000305242	3135	ARMC4	10
ENSG00000169129	ENST00000545353	2616	AFAP1L2	10
ENSG00000169131	ENST00000335815	1818	ZNF354A	5
ENSG00000169136	ENST00000423777	849	ATF5	19
ENSG00000169139	ENST00000518360	463	UBE2V2	8
ENSG00000169154	ENST00000307599	1266	GOT1L1	8
ENSG00000169155	ENST00000373457	1404	ZBTB43	9
ENSG00000169169	ENST00000323446	2412	CPT1C	19
ENSG00000169174	ENST00000302118	2079	PCSK9	1
ENSG00000169180	ENST00000304658	3378	XPO6	16
ENSG00000169181	ENST00000447459	996	GSG1L	16
ENSG00000169184	ENST00000302326	3963	MN1	22
ENSG00000169188	ENST00000374987	1557	APEX2	X
ENSG00000169189	ENST00000361439	801	NSMCE1	16
ENSG00000169193	ENST00000307471	423	CCDC126	7
ENSG00000169194	ENST00000304506	441	IL13	5
ENSG00000169203	ENST00000354563	2265	RP11-231C14.4	16
ENSG00000169208	ENST00000303532	942	OR10G3	14
ENSG00000169213	ENST00000371655	660	RAB3B	1
ENSG00000169214	ENST00000302084	927	OR6F1	1
ENSG00000169217	ENST00000305596	1026	CD2BP2	16
ENSG00000169218	ENST00000356545	792	RSPO1	1
ENSG00000169220	ENST00000408923	1701	RGS14	5
ENSG00000169221	ENST00000409939	2427	TBC1D10B	16
ENSG00000169223	ENST00000303127	1071	LMAN2	5
ENSG00000169224	ENST00000366488	408	GCSAML	1
ENSG00000169228	ENST00000303251	612	RAB24	5
ENSG00000169230	ENST00000303204	660	PRELID1	5
ENSG00000169231	ENST00000368378	2871	THBS3	1
ENSG00000169239	ENST00000318636	954	CA5B	X
ENSG00000169241	ENST00000368404	666	SLC50A1	1
ENSG00000169242	ENST00000368407	618	EFNA1	1
ENSG00000169245	ENST00000306602	297	CXCL10	4
ENSG00000169246	ENST00000447737	3189	NPIPL3	16
ENSG00000169247	ENST00000515425	3867	SH3TC2	5
ENSG00000169248	ENST00000306621	285	CXCL11	4
ENSG00000169249	ENST00000307771	1449	ZRSR2	X
ENSG00000169251	ENST00000472947	1590	NMD3	3
ENSG00000169252	ENST00000305988	1242	ADRB2	5
ENSG00000169255	ENST00000320474	996	B3GALNT1	3
ENSG00000169258	ENST00000303991	3027	GPRIN1	5
ENSG00000169271	ENST00000302005	453	HSPB3	5
ENSG00000169282	ENST00000490337	1260	KCNAB1	3
ENSG00000169288	ENST00000315567	978	MRPL1	4
ENSG00000169291	ENST00000304760	1488	SHE	1
ENSG00000169297	ENST00000378970	1413	NR0B1	X
ENSG00000169299	ENST00000381967	1839	PGM2	4
ENSG00000169302	ENST00000398523	1224	STK32A	5
ENSG00000169306	ENST00000302196	2091	IL1RAPL1	X
ENSG00000169313	ENST00000302632	1029	P2RY12	3
ENSG00000169314	ENST00000305199	474	C22orf15	22
ENSG00000169327	ENST00000304418	1089	OR5AU1	14
ENSG00000169330	ENST00000305428	2751	KIAA1024	15
ENSG00000169340	ENST00000302451	1755	PDILT	16
ENSG00000169344	ENST00000396138	2070	UMOD	16
ENSG00000169347	ENST00000381362	1614	GP2	16
ENSG00000169359	ENST00000359479	1650	SLC33A1	3
ENSG00000169371	ENST00000371091	1209	SNUPN	15
ENSG00000169372	ENST00000332896	600	CRADD	12
ENSG00000169375	ENST00000360439	3822	SIN3A	15
ENSG00000169379	ENST00000394222	1287	ARL13B	3
ENSG00000169385	ENST00000304625	486	RNASE2	14
ENSG00000169393	ENST00000339841	672	ELSPBP1	19
ENSG00000169397	ENST00000304639	483	RNASE3	14
ENSG00000169398	ENST00000519419	3291	PTK2	8
ENSG00000169402	ENST00000297186	2613	RSPH10B2	7
ENSG00000169403	ENST00000305392	1029	PTAFR	1
ENSG00000169410	ENST00000306726	1782	PTPN9	15
ENSG00000169413	ENST00000304677	453	RNASE6	14
ENSG00000169418	ENST00000368680	3186	NPR1	1
ENSG00000169427	ENST00000303015	1125	KCNK9	8
ENSG00000169429	ENST00000307407	300	IL8	4
ENSG00000169432	ENST00000303354	5970	SCN9A	2
ENSG00000169435	ENST00000342081	1110	RASSF6	4
ENSG00000169436	ENST00000303045	4881	COL22A1	8
ENSG00000169439	ENST00000302190	606	SDC2	8
ENSG00000169442	ENST00000374213	186	CD52	1
ENSG00000169446	ENST00000433339	591	MMGT1	X
ENSG00000169469	ENST00000307098	270	SPRR1B	1
ENSG00000169474	ENST00000307122	270	SPRR1A	1
ENSG00000169484	ENST00000305045	933	OR4K14	14
ENSG00000169488	ENST00000305051	1047	OR4K15	14
ENSG00000169490	ENST00000456397	645	TM2D2	8
ENSG00000169495	ENST00000302495	1431	HTRA4	8
ENSG00000169499	ENST00000420274	1278	PLEKHA2	8
ENSG00000169504	ENST00000374379	762	CLIC4	1
ENSG00000169507	ENST00000409058	1314	SLC38A11	2
ENSG00000169508	ENST00000376414	1086	GPR183	13
ENSG00000169509	ENST00000368790	300	CRCT1	1
ENSG00000169515	ENST00000307522	1617	CCDC8	19
ENSG00000169519	ENST00000407364	1224	METTL15	11
ENSG00000169548	ENST00000302097	1629	ZNF280A	22
ENSG00000169550	ENST00000436318	1086	MUC15	11
ENSG00000169551	ENST00000276241	795	CXorf48	X
ENSG00000169554	ENST00000303660	3645	ZEB2	2
ENSG00000169562	ENST00000361726	852	GJB1	X
ENSG00000169564	ENST00000303577	1071	PCBP1	2
ENSG00000169567	ENST00000304043	381	HINT1	5
ENSG00000169570	ENST00000510708	897	DTWD2	5
ENSG00000169575	ENST00000403807	438	VPREB1	22
ENSG00000169583	ENST00000494426	711	CLIC3	9
ENSG00000169592	ENST00000563197	735	INO80E	16
ENSG00000169594	ENST00000345382	2985	BNC1	15
ENSG00000169598	ENST00000378209	1017	DFFB	1
ENSG00000169599	ENST00000410022	765	NFU1	2
ENSG00000169604	ENST00000303714	1695	ANTXR1	2
ENSG00000169605	ENST00000377938	600	GKN1	2
ENSG00000169607	ENST00000302450	2238	CKAP2L	2
ENSG00000169609	ENST00000451195	504	C15orf40	15
ENSG00000169612	ENST00000304191	357	FAM103A1	15
ENSG00000169618	ENST00000303786	1182	PROKR1	2
ENSG00000169621	ENST00000303795	1536	APLF	2
ENSG00000169627	ENST00000305321	459	BOLA2B	16
ENSG00000169629	ENST00000302558	5298	RGPD8	2
ENSG00000169635	ENST00000407598	1848	HIC2	22
ENSG00000169641	ENST00000302291	3231	LUZP1	1
